"taxon","class","guild","max_length","presence","mobility","side","limit","method","lat1","lon1","site1","temp1","total1","lat2","lon2","site2","temp2","total2","lat","dLon","dTemp","pop_trend","ecoregion","dSST","i.ecoregion","i.dSST"
"Chaetodon vagabundus","Actinopterygii","tropical",23,"common","Demersal","west","southern","abundance weighted quantiles",-17.54749,118.968840000001,"NWS60",27.8652530779754,2.66666666666667,-14.1299399999999,121.96976,"NWS173",28.8646511627907,2.16666666666667,-17.54749,3.00091999999906,0.999398084815301,-0.207639364778244,"Exmouth to Broome",0.216142270861621,"Exmouth to Broome",0.216142270861621
"Pomacentrus adelus","Actinopterygii","tropical",8.5,"common","Demersal","west","southern","abundance weighted quantiles",-17.54749,118.968840000001,"NWS60",27.8652530779754,45.5714285714286,-17.3106500000001,119.3675,"NWS94",28.1683310533516,57.2894736842105,-17.54749,0.398659999999353,0.303077975376201,0.22883594777863,"Exmouth to Broome",0.216142270861621,"Exmouth to Broome",0.216142270861621
"Canthigaster papua","Actinopterygii","tropical",10,"rare","Demersal","west","southern","abundance weighted quantiles",-17.5803999999999,118.9369,"NWS54",27.8253488372093,1.91666666666667,-17.5473199999998,118.9668,"NWS59",28.0782763337893,1.84090909090909,-17.5803999999999,0.0298999999997847,0.25292749658,-0.0403280453869719,"Exmouth to Broome",0.221682626539053,"Exmouth to Broome",0.221682626539053
"Cheilinus undulatus","Actinopterygii","tropical",229,"common","Demersal","west","southern","abundance weighted quantiles",-17.5803999999999,118.9369,"NWS54",27.8253488372093,1.575,-17.5699100000001,118.97193,"NWS55",28.0528317373461,1.21875,-17.5803999999999,0.0350299999992387,0.227482900136799,-0.256429528947676,"Exmouth to Broome",0.221682626539053,"Exmouth to Broome",0.221682626539053
"Dischistodus perspicillatus","Actinopterygii","tropical",18,"rare","Demersal","west","southern","abundance weighted quantiles",-17.5803999999999,118.9369,"NWS54",27.8253488372093,7.92307692307692,-17.5473199999998,118.9668,"NWS59",28.0782763337893,7.7,-17.5803999999999,0.0298999999997847,0.25292749658,-0.0285593019084609,"Exmouth to Broome",0.221682626539053,"Exmouth to Broome",0.221682626539053
"Ecsenius schroederi","Actinopterygii","tropical",5.82,"rare","benthic","west","southern","abundance weighted quantiles",-17.5803999999999,118.9369,"NWS54",27.8253488372093,4,-17.5803999999999,118.9369,"NWS54",28.0470314637483,7.20588235294118,-17.5803999999999,0,0.221682626539,0.588603324808675,"Exmouth to Broome",0.221682626539053,"Exmouth to Broome",0.221682626539053
"Halichoeres trimaculatus","Actinopterygii","tropical",27,"common","Demersal","west","southern","abundance weighted quantiles",-17.5803999999999,118.9369,"NWS54",27.8253488372093,22.2608695652174,-17.6089000000001,118.963640000001,"NWS51",28.0337893296854,16.3,-17.5803999999999,0.0267400000007285,0.2084404924761,-0.311665301297641,"Exmouth to Broome",0.221682626539053,"Exmouth to Broome",0.221682626539053
"Parupeneus barberinus","Actinopterygii","tropical",60,"common","Demersal","west","southern","abundance weighted quantiles",-17.5803999999999,118.9369,"NWS54",27.8253488372093,3.33333333333333,-17.0664399999999,119.641669999999,"NWS73",28.2939945280438,1.33333333333333,-17.5803999999999,0.704769999998462,0.468645690834499,-0.916290731874155,"Exmouth to Broome",0.221682626539053,"Exmouth to Broome",0.221682626539053
"Plectropomus areolatus","Actinopterygii","tropical",73,"rare","Demersal","west","southern","abundance weighted quantiles",-17.5803999999999,118.9369,"NWS54",27.8253488372093,2.07692307692308,-17.5803999999999,118.9369,"NWS54",28.0470314637483,1.97222222222222,-17.5803999999999,0,0.221682626539,-0.051726569957587,"Exmouth to Broome",0.221682626539053,"Exmouth to Broome",0.221682626539053
"Acanthurus dussumieri","Actinopterygii","tropical",54,"common","Demersal","both","northern","abundance weighted quantiles",-16.5081300000001,147.840160000002,"CS148",26.7624487004104,3.0952380952381,-15.4888499999999,147.10716,"CS173",27.288926128591,3.20833333333333,-16.5081300000001,-0.73300000000259,0.526477428180552,0.035886759333524,"Coral Sea",0.313377222982201,"Coral Sea",0.313377222982201
"Centropyge heraldi","Actinopterygii","tropical",10,"rare","Demersal","both","northern","abundance weighted quantiles",-16.5081300000001,147.840160000002,"CS148",26.7624487004104,1.75,-16.9219400000001,149.20002,"CS9",26.9714705882353,4.25,-16.5081300000001,1.35985999999755,0.2090218878249,0.887303195000903,"Coral Sea",0.313377222982201,"Coral Sea",0.313377222982201
"Plectorhinchus picus","Actinopterygii","tropical",84,"common","Demersal","both","northern","abundance weighted quantiles",-16.5081300000001,147.840160000002,"CS148",26.7624487004104,1.75,-16.4682300000002,147.864719999999,"CS152",27.2263885088919,1.71428571428571,-16.5081300000001,0.0245599999965975,0.463939808481502,-0.0206192872027357,"Coral Sea",0.313377222982201,"Coral Sea",0.313377222982201
"Melichthys vidua","Actinopterygii","tropical",40,"rare","Demersal","east","southern","abundance weighted quantiles",-17.11373,151.960570000001,"CS96",26.6369904240766,1.6,-19.1662299999999,152.271209999999,"CS234",26.5174692202462,3,-17.11373,0.310639999998244,-0.119521203830402,0.628608659422374,"Coral Sea",0.364062927496729,"Coral Sea",0.364062927496729
"Pterocaesio trilineata","Actinopterygii","tropical",20,"rare","pelagic site attached","east","southern","abundance weighted quantiles",-21.0202800000001,154.369900000001,"CS71",25.5278112175103,30.0833333333333,-21.2479999999997,155.763609999999,"CS56",25.7600273597811,84,-21.0202800000001,1.39370999999878,0.232216142270797,1.02684549029843,"Coral Sea",0.358252302781629,"Coral Sea",0.358252302781629
"Acanthurus blochii","Actinopterygii","tropical",45,"common","Demersal","east","southern","abundance weighted quantiles",-21.2028200000003,155.772809999999,"CS60",25.26,5.75,-22.17677,155.474040000001,"CS31",25.0986730506156,18.25,-21.2028200000003,-0.298769999998541,-0.161326949384403,1.15496522521924,"Coral Sea",0.269286098902626,"Coral Sea",0.269286098902626
"Pomacentrus vaiuli","Actinopterygii","tropical",10,"common","Demersal","east","southern","abundance weighted quantiles",-21.2479999999997,155.763609999999,"CS56",25.2606019151847,14.375,-22.1730599999999,155.476949999998,"CS32",25.3796238030096,5.625,-21.2479999999997,-0.286660000001177,0.1190218878249,-0.93826963859293,"Coral Sea",0.267523782568265,"Coral Sea",0.267523782568265
"Acanthurus pyroferus","Actinopterygii","tropical",25,"common","Demersal","east","southern","abundance weighted quantiles",-21.2535000000001,155.760859999999,"CS55",25.2469493844049,2.05555555555556,-21.8965899999986,153.568119371567,"CS47",26.1819083447333,2.22619047619048,-21.2535000000001,-2.19274062843209,0.934958960328352,0.0797456632632134,"Coral Sea",0.272649526845036,"Coral Sea",0.272649526845036
"Acanthurus thompsoni","Actinopterygii","tropical",27,"common","Demersal","east","southern","abundance weighted quantiles",-21.2570699999999,155.754200000001,"CS52",25.2469493844049,4.9,-19.1766399999999,152.26625,"CS233",26.5174692202462,3.66666666666667,-21.2570699999999,-3.48795000000067,1.2705198358413,-0.28995222098632,"Coral Sea",0.507250341997295,"Coral Sea",0.507250341997295
"Ecsenius stictus","Actinopterygii","tropical",5.8,"common","benthic","east","southern","abundance weighted quantiles",-23.1754799999999,151.908630000002,"GBR259",24.7936388508892,5.7,-23.1754799999999,151.908630000002,"GBR259",24.8199384404925,3.66666666666667,-23.1754799999999,0,0.0262995896033011,-0.441183190710244,"Central and Southern Great Barrier Reef",0.0472850440927211,"Central and Southern Great Barrier Reef",0.0472850440927211
"Epibulus insidiator","Actinopterygii","tropical",54,"common","Demersal","east","southern","abundance weighted quantiles",-23.1754799999999,151.908630000002,"GBR259",24.7936388508892,1.11111111111111,-23.187375168195,150.980864525992,"GBR255",24.5187688098495,2.28571428571429,-23.1754799999999,-0.9277654740103,-0.274870041039698,0.721318057526642,"Central and Southern Great Barrier Reef",0.0472850440927211,"Central and Southern Great Barrier Reef",0.0472850440927211
"Chaetodon lunulatus","Actinopterygii","tropical",14,"common","Demersal","east","southern","abundance weighted quantiles",-29.9305000000002,159.062129999999,"EMR28",22.0610943912449,7.58333333333333,-23.89878,152.41618,"GBR2",24.969220246238,4.16666666666667,-29.9305000000002,-6.64594999999898,2.9081258549931,-0.598836501088704,"Lord Howe and Norfolk Islands",0.417906976744142,"Lord Howe and Norfolk Islands",0.417906976744142
"Salarias fasciatus","Actinopterygii","tropical",14,"rare","benthic","east","southern","abundance weighted quantiles",-29.9305000000002,159.062129999999,"EMR28",22.0610943912449,3.2,-29.4429,159.11502,"EMR39",22.5910396716826,1,-29.9305000000002,0.0528900000009571,0.529945280437701,-1.16315080980568,"Lord Howe and Norfolk Islands",0.417906976744142,"Lord Howe and Norfolk Islands",0.417906976744142
"Myripristis murdjan","Actinopterygii","tropical",60,"rare","Demersal","west","southern","abundance weighted quantiles",-23.1349599999997,113.7404,"NMP27",25.2438850889193,2.16666666666667,-17.3551599999999,119.383930000001,"NWS101",28.1526538987688,5.5,-23.1349599999997,5.64353000000185,2.9087688098495,0.931558204004944,"Ningaloo",-0.489828707246225,"Ningaloo",-0.489828707246225
"Oxycheilinus unifasciatus","Actinopterygii","tropical",46,"common","Demersal","west","southern","abundance weighted quantiles",-23.1349599999997,113.7404,"NMP27",24.6938987688098,1.5,-23.0447300000007,113.818430000004,"NMP20",24.2932010943912,1,-23.1349599999997,0.0780300000042899,-0.400697674418598,-0.405465108108164,"Ningaloo",-0.489828707246225,"Ningaloo",-0.489828707246225
"Pomacanthus imperator","Actinopterygii","tropical",40,"rare","Demersal","west","southern","abundance weighted quantiles",-23.1349599999997,113.7404,"NMP27",24.6938987688098,1,-23.1349599999997,113.7404,"NMP27",24.3929958960328,1,-23.1349599999997,0,-0.300902872776998,0,"Ningaloo",-0.489828707246225,"Ningaloo",-0.489828707246225
"Cirrhilabrus punctatus","Actinopterygii","tropical",13,"common","Demersal","west","southern","abundance weighted quantiles",-23.2061500000002,113.760290000001,"NMP31",24.6167715458276,2.52083333333333,-23.2019399999999,113.762480000002,"NMP24",24.2960601915185,2.41666666666667,-23.2061500000002,0.00219000000102199,-0.3207113543091,-0.0422003544903765,"Ningaloo",-0.409052006614317,"Ningaloo",-0.409052006614317
"Epinephelus fasciatus","Actinopterygii","tropical",40,"common","Demersal","west","southern","abundance weighted quantiles",-23.2061500000002,113.760290000001,"NMP31",24.6167715458276,2.18095238095238,-23.3192500000003,113.780700000002,"NMP-P2",24.166511627907,2.12071846282373,-23.2061500000002,0.0204100000016751,-0.450259917920636,-0.0280067245672403,"Ningaloo",-0.409052006614317,"Ningaloo",-0.409052006614317
"Pseudochromis fuscus","Actinopterygii","tropical",10,"common","benthic","west","southern","abundance weighted quantiles",-23.2061500000002,113.760290000001,"NMP31",24.6167715458276,3.68541666666667,-23.20838,113.763280000002,"NMP11",24.2507341541268,3.34365079365079,-23.2061500000002,0.00299000000133276,-0.366037391700836,-0.0973203282243558,"Ningaloo",-0.409052006614317,"Ningaloo",-0.409052006614317
"Scarus rivulatus","Actinopterygii","tropical",40,"common","Demersal","west","southern","abundance weighted quantiles",-23.2061500000002,113.760290000001,"NMP31",24.6167715458276,8.27733686067019,-23.2131300000001,113.762959999996,"NMP10",24.2507341541268,20.7984126984127,-23.2061500000002,0.00266999999507789,-0.366037391700836,0.921355389742287,"Ningaloo",-0.409052006614317,"Ningaloo",-0.409052006614317
"Hologymnosus annulatus","Actinopterygii","tropical",40,"common","Demersal","west","southern","abundance weighted quantiles",-23.2131300000001,113.762959999996,"NMP10",24.6126265389877,1.66666666666667,-23.3192500000003,113.780700000002,"NMP-P2",24.2314911080711,1.4702380952381,-23.2131300000001,0.0177400000065973,-0.381135430916604,-0.125401266541273,"Ningaloo",-0.164747881793172,"Ningaloo",-0.164747881793172
"Scolopsis bilineata","Actinopterygii","tropical",23,"common","Demersal","west","southern","abundance weighted quantiles",-23.2131300000001,113.762959999996,"NMP10",24.3078932968536,9.42543650793651,-23.2131300000001,113.762959999996,"NMP10",24.2428573871409,9.62315323565324,-23.2131300000001,0,-0.06503590971273,0.0207599440426515,"Ningaloo",-0.164747881793172,"Ningaloo",-0.164747881793172
"Fusigobius duospilus","Actinopterygii","tropical",6,"rare","benthic","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.5381258549932,6.4,-23.3192500000003,113.780700000002,"NMP-P2",24.235512995896,2.56060606060606,-23.3192500000003,0,-0.302612859097202,-0.916054017468978,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Gnatholepis cauerensis","Actinopterygii","tropical",9,"common","benthic","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.7594008207934,9.85902777777778,-23.2061500000002,113.760290000001,"NMP31",24.2225376196991,12.1950066137566,-23.3192500000003,-0.0204100000016751,-0.536863201094388,0.212639012907675,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Gobiodon histrio","Actinopterygii","tropical",3.5,"rare","benthic","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.5381258549932,5.00877192982456,-23.3192500000003,113.780700000002,"NMP-P2",24.2274692202462,3.6078431372549,-23.3192500000003,0,-0.310656634747001,-0.328080636376855,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Gobiodon quinquestrigatus","Actinopterygii","tropical",4.5,"rare","benthic","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.8147195622435,10.7222222222222,-23.3192500000003,113.780700000002,"NMP-P2",24.2194254445964,2.375,-23.3192500000003,0,-0.5952941176471,-1.50732099352212,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Hemigymnus melapterus","Actinopterygii","tropical",90,"common","Demersal","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.9069174646603,2.53968253968254,-23.3192500000003,113.780700000002,"NMP-P2",24.1837619699042,2.32855417529331,-23.3192500000003,0,-0.723155494756043,-0.0867915394955834,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Labrichthys unilineatus","Actinopterygii","tropical",17.5,"common","Demersal","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.8147195622435,16.5966049382716,-23.3192500000003,113.780700000002,"NMP-P2",24.166511627907,9.71152447089947,-23.3192500000003,0,-0.648207934336536,-0.535884882581554,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Oxymonacanthus longirostris","Actinopterygii","tropical",12,"common","Demersal","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.9530164158686,6.29444444444444,-23.2131300000001,113.762959999996,"NMP10",24.2507341541268,3.83122294372294,-23.3192500000003,-0.0177400000065973,-0.702282261741885,-0.496483351457622,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Pomacentrus moluccensis","Actinopterygii","tropical",9,"common","Demersal","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.8147195622435,112.067431972789,-23.3192500000003,113.780700000002,"NMP-P2",24.166511627907,123.706795634921,-23.3192500000003,0,-0.648207934336536,0.0988134529990352,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Rhinecanthus aculeatus","Actinopterygii","tropical",30,"rare","Demersal","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.8147195622435,1.25,-23.2131300000001,113.762959999996,"NMP10",24.3023392612859,1.48958333333333,-23.3192500000003,-0.0177400000065973,-0.512380300957599,0.175352887477861,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Scarus prasiognathos","Actinopterygii","tropical",70,"common","Demersal","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",24.8147195622435,12.0475308641975,-23.2061500000002,113.760290000001,"NMP31",24.2042763337893,10.4239047619048,-23.3192500000003,-0.0204100000016751,-0.610443228454159,-0.144758028049065,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
"Siganus virgatus","Actinopterygii","tropical",30,"common","Demersal","west","southern","abundance weighted quantiles",-23.3192500000003,113.780700000002,"NMP-P2",25.0913132694938,2.88888888888889,-23.1692499999999,113.757079999999,"NMP29",24.2603214774282,1.80555555555556,-23.3192500000003,-0.0236200000038025,-0.8309917920656,-0.470003629245736,"Ningaloo",-0.680588732763994,"Ningaloo",-0.680588732763994
